year,from_country,to_country,n_migrations
2012,RU,SA,3
2012,RU,SE,59
2012,RU,SG,9
2012,RU,SI,7
2012,RU,SJ,4
2012,RU,SK,61
2012,RU,SL,1
2012,RU,SS,1
2012,RU,SV,11
2012,RU,TH,4
2012,RU,TJ,644
2012,RU,TN,9
2012,RU,TR,16
2012,RU,TT,1
2012,RU,TW,25
2012,RU,TZ,5
2012,RU,UA,236
2012,RU,US,1098
2012,RU,UZ,17
2012,RU,VE,1
2012,RU,VG,15
2012,RU,VN,19
2012,RU,YE,1
2012,RU,ZA,26
2012,RU,ZM,1
2012,RU,ZW,46
2012,RW,AU,2
2012,RW,BE,3
2012,RW,BI,2
2012,RW,CA,1
2012,RW,CN,3
2012,RW,CZ,1
2012,RW,DE,1
2012,RW,FR,3
2012,RW,GH,1
2012,RW,IN,3
2012,RW,MA,1
2012,RW,NL,3
2012,RW,PK,1
2012,RW,TR,3
2012,RW,TZ,1
2012,RW,US,12
2012,RW,VN,2
2012,RW,ZA,2
2012,RW,ZM,1
2012,RW,ZW,2
2012,SA,AE,7
2012,SA,AR,1
2012,SA,AT,2
2012,SA,AU,12
2012,SA,BD,16
2012,SA,BE,1
2012,SA,BH,3
2012,SA,BR,3
2012,SA,BY,1
2012,SA,CA,59
2012,SA,CH,5
2012,SA,CL,1
2012,SA,CN,41
2012,SA,DE,15
2012,SA,DK,1
2012,SA,DZ,12
2012,SA,EG,220
2012,SA,ES,6
2012,SA,FI,2
2012,SA,FR,13
2012,SA,GB,72
2012,SA,GH,1
2012,SA,HK,2
2012,SA,HU,1
2012,SA,ID,3
2012,SA,IE,5
2012,SA,IN,58
2012,SA,IQ,6
2012,SA,IR,5
2012,SA,IT,7
2012,SA,JO,17
2012,SA,JP,12
2012,SA,KH,1
2012,SA,KR,3
2012,SA,KW,7
2012,SA,LB,6
2012,SA,LK,1
2012,SA,LV,1
2012,SA,LY,1
2012,SA,MA,9
2012,SA,ME,1
2012,SA,MY,21
2012,SA,NG,9
2012,SA,NL,5
2012,SA,NO,2
2012,SA,NP,1
2012,SA,NZ,2
2012,SA,OM,5
2012,SA,PH,1
2012,SA,PK,32
2012,SA,PL,2
2012,SA,PT,2
2012,SA,QA,6
2012,SA,RO,1
2012,SA,RS,2
2012,SA,RU,3
2012,SA,SD,4
2012,SA,SE,4
2012,SA,SG,9
2012,SA,SI,1
2012,SA,SO,1
2012,SA,SY,3
2012,SA,TN,13
2012,SA,TR,12
2012,SA,TW,2
2012,SA,US,176
2012,SA,VG,2
2012,SA,VN,2
2012,SA,YE,1
2012,SA,ZA,4
2012,SB,NZ,1
2012,SC,CU,1
2012,SC,GB,3
2012,SC,US,2
2012,SD,AE,1
2012,SD,AU,1
2012,SD,BD,2
2012,SD,BH,1
2012,SD,BR,20
2012,SD,CA,1
2012,SD,CH,1
2012,SD,CN,2
2012,SD,CO,1
2012,SD,DE,4
2012,SD,EG,9
2012,SD,ES,1
2012,SD,ET,1
2012,SD,FR,3
2012,SD,GB,5
2012,SD,ID,1
2012,SD,IE,2
2012,SD,IN,7
2012,SD,IQ,2
2012,SD,IR,1
2012,SD,JP,3
2012,SD,KE,1
2012,SD,KR,17
2012,SD,LY,2
2012,SD,MY,7
2012,SD,NG,2
2012,SD,NL,2
2012,SD,NO,2
2012,SD,OM,3
2012,SD,PK,3
2012,SD,PL,1
2012,SD,PT,2
2012,SD,QA,1
2012,SD,RU,1
2012,SD,SA,19
2012,SD,SE,1
2012,SD,SK,1
2012,SD,SY,1
2012,SD,TH,1
2012,SD,TN,2
2012,SD,US,13
2012,SD,ZA,2
2012,SD,ZM,1
2012,SE,AE,6
2012,SE,AR,11
2012,SE,AT,37
2012,SE,AU,69
2012,SE,AZ,5
2012,SE,BD,8
2012,SE,BE,23
2012,SE,BF,1
2012,SE,BG,3
2012,SE,BH,1
2012,SE,BO,3
2012,SE,BR,50
2012,SE,BW,1
2012,SE,BY,4
2012,SE,CA,83
2012,SE,CH,69
2012,SE,CL,9
2012,SE,CM,2
2012,SE,CN,299
2012,SE,CO,9
2012,SE,CU,1
2012,SE,CY,1
2012,SE,CZ,18
2012,SE,DE,255
2012,SE,DK,178
2012,SE,DO,1
2012,SE,DZ,2
2012,SE,EE,11
2012,SE,EG,9
2012,SE,ES,75
2012,SE,ET,4
2012,SE,FI,117
2012,SE,FO,2
2012,SE,FR,135
2012,SE,GB,304
2012,SE,GE,1
2012,SE,GH,5
2012,SE,GI,1
2012,SE,GL,3
2012,SE,GR,16
2012,SE,HK,4
2012,SE,HR,5
2012,SE,HU,25
2012,SE,ID,4
2012,SE,IE,19
2012,SE,IL,19
2012,SE,IN,63
2012,SE,IQ,2
2012,SE,IR,43
2012,SE,IS,16
2012,SE,IT,76
2012,SE,JM,2
2012,SE,JO,1
2012,SE,JP,74
2012,SE,KE,4
2012,SE,KR,27
2012,SE,LA,1
2012,SE,LB,1
2012,SE,LI,1
2012,SE,LK,5
2012,SE,LR,1
2012,SE,LT,7
2012,SE,LV,3
2012,SE,MK,2
2012,SE,ML,1
2012,SE,MN,1
2012,SE,MV,1
2012,SE,MW,1
2012,SE,MX,14
2012,SE,MY,7
2012,SE,NG,3
2012,SE,NI,4
2012,SE,NL,108
2012,SE,NO,167
2012,SE,NP,3
2012,SE,NZ,17
2012,SE,OM,1
2012,SE,PE,2
2012,SE,PH,4
2012,SE,PK,22
2012,SE,PL,55
2012,SE,PT,33
2012,SE,PY,1
2012,SE,QA,2
2012,SE,RO,10
2012,SE,RS,10
2012,SE,RU,47
2012,SE,SA,4
2012,SE,SD,1
2012,SE,SG,28
2012,SE,SI,7
2012,SE,SK,10
2012,SE,SN,1
2012,SE,SS,1
2012,SE,TH,8
2012,SE,TJ,1
2012,SE,TN,1
2012,SE,TR,11
2012,SE,TW,9
2012,SE,TZ,5
2012,SE,UA,11
2012,SE,UG,6
2012,SE,US,858
2012,SE,UY,2
2012,SE,UZ,1
2012,SE,VN,9
2012,SE,ZA,28
2012,SE,ZM,1
2012,SE,ZW,1
2012,SG,AE,9
2012,SG,AR,1
2012,SG,AT,3
2012,SG,AU,128
2012,SG,BD,8
2012,SG,BE,9
2012,SG,BH,2
2012,SG,BN,3
2012,SG,BR,6
2012,SG,BW,1
2012,SG,CA,61
2012,SG,CH,29
2012,SG,CN,1183
2012,SG,CO,1
2012,SG,CZ,1
2012,SG,DE,62
2012,SG,DK,6
2012,SG,DO,1
2012,SG,EE,2
2012,SG,EG,3
2012,SG,ES,6
2012,SG,ET,2
2012,SG,FI,7
2012,SG,FR,54
2012,SG,GB,188
2012,SG,GR,3
2012,SG,HK,62
2012,SG,HR,4
2012,SG,HU,2
2012,SG,ID,19
2012,SG,IE,16
2012,SG,IL,3
2012,SG,IN,139
2012,SG,IQ,1
2012,SG,IR,6
2012,SG,IT,12
2012,SG,JP,58
2012,SG,KH,2
2012,SG,KR,78
2012,SG,KW,1
2012,SG,KZ,1
2012,SG,LK,5
2012,SG,LT,4
2012,SG,LU,1
2012,SG,MM,1
2012,SG,MN,2
2012,SG,MO,1
2012,SG,MT,1
2012,SG,MX,4
2012,SG,MY,56
2012,SG,NG,2
2012,SG,NI,1
2012,SG,NL,20
2012,SG,NO,9
2012,SG,NP,3
2012,SG,NZ,16
2012,SG,OM,1
2012,SG,PH,6
2012,SG,PK,9
2012,SG,PL,8
2012,SG,PR,2
2012,SG,PT,1
2012,SG,QA,4
2012,SG,RS,2
2012,SG,RU,12
2012,SG,SA,7
2012,SG,SE,25
2012,SG,SI,2
2012,SG,SK,2
2012,SG,TH,10
2012,SG,TR,7
2012,SG,TT,1
2012,SG,TW,65
2012,SG,TZ,1
2012,SG,UA,2
2012,SG,US,727
2012,SG,VN,9
2012,SG,ZA,5
2012,SI,AT,9
2012,SI,AU,44
2012,SI,BA,10
2012,SI,BE,10
2012,SI,BG,2
2012,SI,BR,16
2012,SI,CA,10
2012,SI,CD,1
2012,SI,CH,20
2012,SI,CL,1
2012,SI,CN,30
2012,SI,CO,1
2012,SI,CU,1
2012,SI,CZ,10
2012,SI,DE,25
2012,SI,DK,10
2012,SI,ES,6
2012,SI,FI,7
2012,SI,FR,16
2012,SI,GB,46
2012,SI,HK,4
2012,SI,HR,53
2012,SI,HU,2
2012,SI,ID,1
2012,SI,IE,1
2012,SI,IL,5
2012,SI,IN,5
2012,SI,IR,3
2012,SI,IT,28
2012,SI,JP,24
2012,SI,KE,1
2012,SI,KR,3
2012,SI,LA,1
2012,SI,LT,2
2012,SI,LU,1
2012,SI,LV,2
2012,SI,ME,2
2012,SI,MK,1
2012,SI,MX,12
2012,SI,MY,12
2012,SI,NL,21
2012,SI,NO,7
2012,SI,NP,1
2012,SI,NZ,2
2012,SI,PK,1
2012,SI,PL,16
2012,SI,PT,1
2012,SI,PY,1
2012,SI,QA,2
2012,SI,RO,3
2012,SI,RS,57
2012,SI,RU,15
2012,SI,SE,10
2012,SI,SG,1
2012,SI,SK,6
2012,SI,SS,1
2012,SI,TH,1
2012,SI,TR,4
2012,SI,TW,2
2012,SI,UA,5
2012,SI,US,89
2012,SI,UY,1
2012,SI,XK,1
2012,SI,ZA,5
2012,SJ,AT,1
2012,SJ,CN,1
2012,SJ,DE,1
2012,SJ,SE,1
2012,SK,AT,22
2012,SK,AU,14
2012,SK,BA,1
2012,SK,BE,20
2012,SK,BF,1
2012,SK,BG,3
2012,SK,BR,17
2012,SK,BY,3
2012,SK,CA,11
2012,SK,CH,17
2012,SK,CL,1
2012,SK,CN,43
2012,SK,CU,6
2012,SK,CZ,107
2012,SK,DE,91
2012,SK,DK,52
2012,SK,EG,7
2012,SK,ES,18
2012,SK,FI,3
2012,SK,FR,35
2012,SK,GA,1
2012,SK,GB,85
2012,SK,GE,10
2012,SK,GH,3
2012,SK,GR,1
2012,SK,GT,1
2012,SK,HR,6
2012,SK,HU,27
2012,SK,ID,2
2012,SK,IE,3
2012,SK,IL,3
2012,SK,IN,19
2012,SK,IQ,1
2012,SK,IR,1
2012,SK,IS,2
2012,SK,IT,21
2012,SK,JP,43
2012,SK,KE,1
2012,SK,KH,1
2012,SK,KR,9
2012,SK,KZ,3
2012,SK,LB,1
2012,SK,LT,3
2012,SK,LV,1
2012,SK,MK,19
2012,SK,MX,7
2012,SK,NL,35
2012,SK,NO,7
2012,SK,NP,1
2012,SK,NZ,2
2012,SK,OM,1
2012,SK,PE,1
2012,SK,PL,50
2012,SK,PT,4
2012,SK,RO,7
2012,SK,RS,8
2012,SK,RU,54
2012,SK,SA,2
2012,SK,SE,8
2012,SK,SG,1
2012,SK,SI,6
2012,SK,TJ,7
2012,SK,TN,1
2012,SK,TW,3
2012,SK,UA,1
2012,SK,US,118
2012,SK,UZ,3
2012,SK,VN,1
2012,SK,XK,1
2012,SK,ZA,3
2012,SK,ZM,1
2012,SL,GB,1
2012,SL,JP,1
2012,SL,US,3
2012,SM,IT,11
2012,SM,TN,1
2012,SN,BE,3
2012,SN,BF,6
2012,SN,BJ,8
2012,SN,BR,1
2012,SN,CA,8
2012,SN,CG,4
2012,SN,CH,1
2012,SN,CI,3
2012,SN,CL,1
2012,SN,CM,3
2012,SN,CN,3
2012,SN,DE,1
2012,SN,EG,2
2012,SN,ES,1
2012,SN,FR,74
2012,SN,GB,2
2012,SN,GF,1
2012,SN,GH,1
2012,SN,GN,4
2012,SN,IN,2
2012,SN,KE,2
2012,SN,MA,1
2012,SN,MG,1
2012,SN,ML,8
2012,SN,MM,1
2012,SN,MQ,1
2012,SN,MR,1
2012,SN,NE,1
2012,SN,NL,1
2012,SN,PT,1
2012,SN,RU,3
2012,SN,RW,1
2012,SN,SA,1
2012,SN,TD,1
2012,SN,TG,1
2012,SN,TN,1
2012,SN,US,14
2012,SN,ZA,4
2012,SO,AT,1
2012,SO,BD,1
2012,SO,BR,10
2012,SO,CZ,1
2012,SO,ES,2
2012,SO,GB,1
2012,SO,IE,1
2012,SO,IN,1
2012,SO,IT,3
2012,SO,JP,11
2012,SO,LA,1
2012,SO,MA,1
2012,SO,SE,1
2012,SO,TR,2
2012,SO,US,6
2012,SO,UY,1
2012,SR,CH,1
2012,SR,NL,1
2012,SR,US,1
2012,SS,AT,1
2012,SS,AU,5
2012,SS,BE,1
2012,SS,BR,2
2012,SS,CA,17
2012,SS,CH,2
2012,SS,CL,1
2012,SS,CN,6
2012,SS,CO,1
2012,SS,DE,1
2012,SS,EG,3
2012,SS,FI,1
2012,SS,FR,4
2012,SS,GB,88
2012,SS,HU,1
2012,SS,ID,1
2012,SS,IE,2
2012,SS,IL,2
2012,SS,IN,2
2012,SS,IT,1
2012,SS,JO,1
2012,SS,JP,6
2012,SS,KR,3
2012,SS,LT,1
2012,SS,MX,1
2012,SS,MY,4
2012,SS,NZ,3
2012,SS,PK,1
2012,SS,PL,1
2012,SS,PT,1
2012,SS,RU,1
2012,SS,SA,1
2012,SS,SD,1
2012,SS,TR,1
2012,SS,TW,2
2012,SS,US,48
2012,ST,BR,64
2012,ST,CA,1
2012,ST,DE,1
2012,ST,FR,1
2012,ST,IT,1
2012,ST,NL,1
2012,ST,PT,4
2012,ST,RO,1
2012,ST,TW,1
2012,ST,US,2
2012,ST,ZA,1
2012,SV,AR,3
2012,SV,BE,1
2012,SV,BR,9
2012,SV,CA,2
2012,SV,CL,5
2012,SV,CO,4
2012,SV,CR,1
2012,SV,CU,8
2012,SV,DE,1
2012,SV,EG,1
2012,SV,ES,8
2012,SV,FR,2
2012,SV,GB,1
2012,SV,HN,1
2012,SV,IT,3
2012,SV,JP,1
2012,SV,MX,9
2012,SV,NL,1
2012,SV,NO,1
2012,SV,PE,2
2012,SV,PT,2
2012,SV,QA,1
2012,SV,SN,1
2012,SV,ST,1
2012,SV,TH,1
2012,SV,US,5
2012,SV,UY,2
2012,SV,VE,2
2012,SX,JP,1
2012,SX,SG,1
2012,SX,ZA,1
2012,SY,AT,1
2012,SY,AU,2
2012,SY,BD,1
2012,SY,BE,1
2012,SY,CA,4
2012,SY,CH,1
2012,SY,CI,1
2012,SY,CN,2
2012,SY,DE,5
2012,SY,EG,5
2012,SY,ES,1
2012,SY,FR,8
2012,SY,GB,2
2012,SY,GH,1
2012,SY,GR,1
2012,SY,ID,1
2012,SY,IQ,1
2012,SY,IR,1
2012,SY,JO,3
2012,SY,JP,1
2012,SY,KE,1
2012,SY,KW,1
2012,SY,LB,4
2012,SY,MX,3
2012,SY,MY,3
2012,SY,NG,1
2012,SY,PK,1
2012,SY,PR,1
2012,SY,QA,2
2012,SY,RU,1
2012,SY,SA,6
2012,SY,US,18
2012,SY,ZA,1
2012,SZ,AU,1
2012,SZ,BW,1
2012,SZ,CA,1
2012,SZ,IT,1
2012,SZ,NA,1
2012,SZ,RU,1
2012,SZ,ZA,5
2012,TD,AT,1
2012,TD,CA,1
2012,TD,ET,1
2012,TD,FR,1
2012,TD,MA,1
2012,TD,PL,1
2012,TG,AE,1
2012,TG,BF,1
2012,TG,BJ,1
2012,TG,BR,1
2012,TG,CM,1
2012,TG,CN,1
2012,TG,DE,1
2012,TG,ES,1
2012,TG,FR,6
2012,TG,IN,1
2012,TG,IR,2
2012,TG,ML,1
2012,TG,PT,1
2012,TG,SN,1
2012,TG,TR,7
2012,TG,US,2
2012,TH,AE,1
2012,TH,AR,1
2012,TH,AT,5
2012,TH,AU,23
2012,TH,BD,5
2012,TH,BE,2
2012,TH,BJ,1
2012,TH,BR,8
2012,TH,BT,2
2012,TH,BW,1
2012,TH,BY,1
2012,TH,CA,16
2012,TH,CH,5
2012,TH,CN,57
2012,TH,CO,1
2012,TH,CU,16
2012,TH,DE,23
2012,TH,DK,5
2012,TH,ES,4
2012,TH,ET,1
2012,TH,FI,3
2012,TH,FR,26
2012,TH,GB,63
2012,TH,GE,1
2012,TH,GT,1
2012,TH,HK,2
2012,TH,ID,11
2012,TH,IN,15
2012,TH,IR,2
2012,TH,IT,13
2012,TH,JP,106
2012,TH,KE,2
2012,TH,KH,3
2012,TH,KR,15
2012,TH,KW,1
2012,TH,LA,3
2012,TH,LK,1
2012,TH,MM,2
2012,TH,MX,4
2012,TH,MY,6
2012,TH,NG,1
2012,TH,NL,15
2012,TH,NO,4
2012,TH,NP,1
2012,TH,NZ,1
2012,TH,OM,1
2012,TH,PE,1
2012,TH,PH,5
2012,TH,PK,11
2012,TH,PT,2
2012,TH,RU,15
2012,TH,SE,7
2012,TH,SG,10
2012,TH,SK,1
2012,TH,TR,1
2012,TH,TT,1
2012,TH,TW,11
2012,TH,US,274
2012,TH,VN,9
2012,TH,XK,1
2012,TH,YE,1
2012,TH,ZA,2
2012,TH,ZM,1
2012,TH,ZW,3
2012,TJ,AR,1
2012,TJ,AT,1
2012,TJ,AZ,2
2012,TJ,BE,2
2012,TJ,BR,1
2012,TJ,CA,4
2012,TJ,CH,3
2012,TJ,CN,4
2012,TJ,DE,6
2012,TJ,DK,1
2012,TJ,ES,1
2012,TJ,FR,3
2012,TJ,GB,4
2012,TJ,GR,2
2012,TJ,HU,1
2012,TJ,IL,1
2012,TJ,JP,2
2012,TJ,KE,1
2012,TJ,KR,1
2012,TJ,KZ,1
2012,TJ,MD,2
2012,TJ,MN,1
2012,TJ,NO,1
2012,TJ,NZ,1
2012,TJ,PL,1
2012,TJ,RS,1
2012,TJ,RU,674
2012,TJ,SE,2
2012,TJ,SK,5
2012,TJ,UA,11
2012,TJ,US,15
2012,TJ,UZ,1
2012,TJ,VN,2
2012,TL,KR,1
2012,TL,US,2
2012,TM,AT,1
2012,TM,BE,1
2012,TM,DE,2
2012,TM,FI,1
2012,TM,PL,1
2012,TM,RU,1
2012,TM,TR,1
2012,TM,US,2
2012,TM,ZA,1
2012,TN,AE,3
2012,TN,AR,3
2012,TN,AT,3
2012,TN,AU,5
2012,TN,BD,1
2012,TN,BE,7
2012,TN,BJ,1
2012,TN,BR,2
2012,TN,CA,15
2012,TN,CF,2
2012,TN,CG,1
2012,TN,CH,16
2012,TN,CI,1
2012,TN,CL,1
2012,TN,CN,28
2012,TN,CU,1
2012,TN,CZ,1
2012,TN,DE,9
2012,TN,DK,6
2012,TN,DZ,21
2012,TN,EG,14
2012,TN,ES,6
2012,TN,ET,1
2012,TN,FI,4
2012,TN,FR,301
2012,TN,GB,9
2012,TN,GF,2
2012,TN,HT,1
2012,TN,HU,1
2012,TN,IE,4
2012,TN,IL,1
2012,TN,IN,9
2012,TN,IQ,2
2012,TN,IR,6
2012,TN,IT,5
2012,TN,JP,4
2012,TN,KE,1
2012,TN,MA,57
2012,TN,MG,2
2012,TN,ML,3
2012,TN,MX,4
2012,TN,MY,2
2012,TN,NE,3
2012,TN,NG,1
2012,TN,NL,7
2012,TN,NO,3
2012,TN,NZ,1
2012,TN,OM,1
2012,TN,PK,3
2012,TN,PL,2
2012,TN,PT,1
2012,TN,QA,2
2012,TN,RE,2
2012,TN,RS,5
2012,TN,RU,1
2012,TN,SA,24
2012,TN,SE,3
2012,TN,SI,1
2012,TN,SK,1
2012,TN,TD,1
2012,TN,TH,2
2012,TN,TR,2
2012,TN,US,69
2012,TN,UY,1
2012,TN,VG,1
2012,TN,VN,1
2012,TN,ZM,3
2012,TO,MY,1
2012,TO,SE,1
2012,TR,AE,5
2012,TR,AL,2
2012,TR,AM,2
2012,TR,AR,2
2012,TR,AT,12
2012,TR,AU,19
2012,TR,AZ,7
2012,TR,BA,6
2012,TR,BD,1
2012,TR,BE,16
2012,TR,BG,9
2012,TR,BR,28
2012,TR,BY,2
2012,TR,CA,39
2012,TR,CH,46
2012,TR,CL,2
2012,TR,CN,98
2012,TR,CO,4
2012,TR,CY,40
2012,TR,CZ,21
2012,TR,DE,147
2012,TR,DK,21
2012,TR,DO,1
2012,TR,DZ,3
2012,TR,EE,2
2012,TR,EG,2
2012,TR,ES,26
2012,TR,ET,1
2012,TR,FI,13
2012,TR,FR,59
2012,TR,GB,144
2012,TR,GE,1
2012,TR,GR,9
2012,TR,HK,2
2012,TR,HU,8
2012,TR,ID,7
2012,TR,IE,3
2012,TR,IL,8
2012,TR,IN,26
2012,TR,IQ,3
2012,TR,IR,24
2012,TR,IT,43
2012,TR,JO,3
2012,TR,JP,39
2012,TR,KE,2
2012,TR,KG,3
2012,TR,KR,20
2012,TR,KW,5
2012,TR,KZ,21
2012,TR,LB,1
2012,TR,LT,2
2012,TR,LV,3
2012,TR,MD,2
2012,TR,ME,2
2012,TR,MK,1
2012,TR,MN,1
2012,TR,MT,1
2012,TR,MX,1
2012,TR,MY,5
2012,TR,NG,3
2012,TR,NL,50
2012,TR,NO,20
2012,TR,NP,1
2012,TR,NZ,3
2012,TR,PH,3
2012,TR,PK,19
2012,TR,PL,20
2012,TR,PS,7
2012,TR,PT,9
2012,TR,QA,6
2012,TR,RO,1
2012,TR,RS,21
2012,TR,RU,31
2012,TR,RW,3
2012,TR,SA,16
2012,TR,SE,16
2012,TR,SG,5
2012,TR,SI,1
2012,TR,SO,1
2012,TR,SS,2
2012,TR,TG,1
2012,TR,TH,1
2012,TR,TN,3
2012,TR,TT,1
2012,TR,TW,7
2012,TR,UA,3
2012,TR,UG,2
2012,TR,US,878
2012,TR,UY,1
2012,TR,UZ,3
2012,TR,VA,1
2012,TR,VG,1
2012,TR,VN,8
2012,TR,XK,1
2012,TR,YE,4
2012,TR,ZA,10
2012,TR,ZM,2
2012,TT,AU,3
2012,TT,BR,3
2012,TT,CA,5
2012,TT,CN,2
2012,TT,DE,1
2012,TT,EG,2
2012,TT,FR,4
2012,TT,GB,11
2012,TT,IN,1
2012,TT,IQ,1
2012,TT,IR,1
2012,TT,IS,1
2012,TT,JM,4
2012,TT,KW,1
2012,TT,MY,1
2012,TT,MZ,1
2012,TT,NG,2
2012,TT,NZ,2
2012,TT,PK,1
2012,TT,SA,1
2012,TT,US,43
2012,TT,ZA,1
2012,TV,JP,1
2012,TW,AE,5
2012,TW,AR,1
2012,TW,AT,13
2012,TW,AU,70
2012,TW,BD,5
2012,TW,BE,13
2012,TW,BG,1
2012,TW,BR,7
2012,TW,BY,1
2012,TW,CA,87
2012,TW,CH,31
2012,TW,CL,2
2012,TW,CN,2682
2012,TW,CO,3
2012,TW,CR,1
2012,TW,CZ,9
2012,TW,DE,86
2012,TW,DK,10
2012,TW,EG,23
2012,TW,ES,7
2012,TW,FI,5
2012,TW,FR,47
2012,TW,GB,129
2012,TW,GR,3
2012,TW,HK,58
2012,TW,HR,2
2012,TW,HU,3
2012,TW,ID,13
2012,TW,IE,2
2012,TW,IL,2
2012,TW,IN,63
2012,TW,IR,6
2012,TW,IT,18
2012,TW,JO,2
2012,TW,JP,168
2012,TW,KP,1
2012,TW,KR,112
2012,TW,LV,2
2012,TW,MA,1
2012,TW,MD,1
2012,TW,MM,1
2012,TW,MN,1
2012,TW,MO,4
2012,TW,MW,1
2012,TW,MX,4
2012,TW,MY,17
2012,TW,NG,1
2012,TW,NL,35
2012,TW,NO,14
2012,TW,NP,2
2012,TW,NZ,13
2012,TW,PA,1
2012,TW,PH,11
2012,TW,PK,2
2012,TW,PL,5
2012,TW,PR,1
2012,TW,PT,4
2012,TW,QA,2
2012,TW,RO,2
2012,TW,RS,2
2012,TW,RU,19
2012,TW,SA,4
2012,TW,SD,1
2012,TW,SE,19
2012,TW,SG,74
2012,TW,SI,1
2012,TW,SK,2
2012,TW,SN,1
2012,TW,SS,2
2012,TW,SZ,1
2012,TW,TH,16
2012,TW,TN,1
2012,TW,TR,7
2012,TW,UA,4
2012,TW,UG,5
2012,TW,US,2077
2012,TW,VE,1
2012,TW,VG,1
2012,TW,VN,27
2012,TW,YE,4
2012,TW,ZA,4
2012,TZ,AE,2
2012,TZ,AR,1
2012,TZ,AT,2
2012,TZ,AU,9
2012,TZ,BD,2
2012,TZ,BE,2
2012,TZ,BR,5
2012,TZ,CA,6
2012,TZ,CH,5
2012,TZ,CN,1
2012,TZ,CO,2
2012,TZ,CZ,1
2012,TZ,DE,8
2012,TZ,DK,2
2012,TZ,ES,2
2012,TZ,FI,2
2012,TZ,FR,16
2012,TZ,GB,39
2012,TZ,HK,2
2012,TZ,HR,1
2012,TZ,ID,2
2012,TZ,IL,1
2012,TZ,IN,1
2012,TZ,IT,2
2012,TZ,JP,3
2012,TZ,KE,5
2012,TZ,KR,2
2012,TZ,LT,1
2012,TZ,MZ,1
2012,TZ,NG,1
2012,TZ,NL,10
2012,TZ,NO,5
2012,TZ,PE,1
2012,TZ,PG,1
2012,TZ,PK,20
2012,TZ,RW,1
2012,TZ,SE,4
2012,TZ,SO,1
2012,TZ,TH,1
2012,TZ,TJ,1
2012,TZ,US,32
2012,TZ,ZA,4
2012,TZ,ZM,1
2012,TZ,ZW,1
2012,UA,AT,13
2012,UA,AU,7
2012,UA,BE,5
2012,UA,BG,6
2012,UA,BR,17
2012,UA,BY,11
2012,UA,CA,9
2012,UA,CH,11
2012,UA,CL,1
2012,UA,CM,1
2012,UA,CN,14
2012,UA,CO,2
2012,UA,CZ,14
2012,UA,DE,78
2012,UA,DK,8
2012,UA,EC,13
2012,UA,EE,3
2012,UA,ES,8
2012,UA,FI,8
2012,UA,FR,42
2012,UA,GB,36
2012,UA,GF,1
2012,UA,GH,1
2012,UA,GR,3
2012,UA,HR,1
2012,UA,HU,4
2012,UA,IE,1
2012,UA,IL,4
2012,UA,IN,6
2012,UA,IQ,1
2012,UA,IT,19
2012,UA,JP,8
2012,UA,KR,9
2012,UA,KZ,1
2012,UA,LT,3
2012,UA,LV,3
2012,UA,MK,1
2012,UA,MX,4
2012,UA,MY,1
2012,UA,NI,1
2012,UA,NL,16
2012,UA,OM,4
2012,UA,PK,1
2012,UA,PL,26
2012,UA,PR,1
2012,UA,PT,4
2012,UA,RO,29
2012,UA,RS,3
2012,UA,RU,243
2012,UA,SA,2
2012,UA,SE,11
2012,UA,SG,2
2012,UA,SI,3
2012,UA,SK,3
2012,UA,TJ,5
2012,UA,TR,4
2012,UA,TW,3
2012,UA,TZ,1
2012,UA,US,213
2012,UA,UZ,2
2012,UA,VN,4
2012,UA,ZA,2
2012,UA,ZW,2
2012,UG,AR,1
2012,UG,AU,2
2012,UG,BE,6
2012,UG,BY,2
2012,UG,CA,9
2012,UG,CD,1
2012,UG,CG,1
2012,UG,CH,6
2012,UG,CN,4
2012,UG,DE,2
2012,UG,DK,1
2012,UG,ES,4
2012,UG,FR,5
2012,UG,GB,24
2012,UG,GR,1
2012,UG,HK,1
2012,UG,IL,2
2012,UG,IN,3
2012,UG,IR,1
2012,UG,IT,3
2012,UG,JP,5
2012,UG,KE,7
2012,UG,KG,1
2012,UG,KR,2
2012,UG,ML,1
2012,UG,MM,1
2012,UG,MO,1
2012,UG,MW,1
2012,UG,MX,1
2012,UG,MY,1
2012,UG,NG,5
2012,UG,NL,7
2012,UG,NP,1
2012,UG,NZ,7
2012,UG,OM,1
2012,UG,PL,3
2012,UG,RU,2
2012,UG,RW,2
2012,UG,SA,1
2012,UG,SE,2
2012,UG,TR,4
2012,UG,TW,3
2012,UG,TZ,2
2012,UG,US,71
2012,UG,ZA,14
2012,US,AE,132
2012,US,AF,3
2012,US,AG,2
2012,US,AL,7
2012,US,AM,16
2012,US,AO,2
2012,US,AR,456
2012,US,AT,703
2012,US,AU,3631
2012,US,AW,1
2012,US,AZ,14
2012,US,BA,18
2012,US,BB,10
2012,US,BD,211
2012,US,BE,823
2012,US,BF,9
2012,US,BG,90
2012,US,BH,9
2012,US,BI,1
2012,US,BJ,8
2012,US,BM,7
2012,US,BN,8
2012,US,BO,29
2012,US,BR,2405
2012,US,BS,5
2012,US,BT,1
2012,US,BW,15
2012,US,BY,32
2012,US,BZ,2
2012,US,CA,5779
2012,US,CD,4
2012,US,CG,2
2012,US,CH,1716
2012,US,CI,13
2012,US,CL,357
2012,US,CM,18
2012,US,CN,20929
