year,country,n_researchers_padded,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2011,AF,272,14,11,3,0.051470588235294115,0.04044117647058824,0.011029411764705883
2012,AF,293,12,15,-3,0.040955631399317405,0.051194539249146756,-0.010238907849829351
2013,AF,329,22,11,11,0.0668693009118541,0.03343465045592705,0.03343465045592705
2014,AF,406,22,19,3,0.054187192118226604,0.046798029556650245,0.007389162561576354
2015,AF,493,29,23,6,0.058823529411764705,0.04665314401622718,0.012170385395537525
2016,AF,614,57,18,39,0.09283387622149837,0.029315960912052116,0.06351791530944625
2017,AF,819,49,40,9,0.05982905982905983,0.04884004884004884,0.01098901098901099
2018,AF,1327,58,53,5,0.04370761115297664,0.039939713639788994,0.0037678975131876413
2019,AF,1840,68,46,22,0.03695652173913044,0.025,0.011956521739130435
2020,AF,2257,85,78,7,0.03766061143110323,0.034559149313247675,0.0031014621178555605
2021,AF,2855,141,81,60,0.04938704028021016,0.028371278458844133,0.021015761821366025
2022,AF,3815,120,109,11,0.03145478374836173,0.02857142857142857,0.0028833551769331584
2023,AF,5070,175,145,30,0.03451676528599606,0.028599605522682446,0.005917159763313609
2024,AF,4106,164,148,16,0.03994154895275207,0.03604481246955674,0.003896736483195324
2025,AF,2561,271,182,89,0.10581803982819211,0.07106598984771574,0.034752049980476374
1998,AG,4,0,0,0,0.0,0.0,0.0
1999,AG,4,1,0,1,0.25,0.0,0.25
2000,AG,3,0,0,0,0.0,0.0,0.0
2001,AG,6,0,1,-1,0.0,0.16666666666666666,-0.16666666666666666
2002,AG,7,0,0,0,0.0,0.0,0.0
2003,AG,9,1,0,1,0.1111111111111111,0.0,0.1111111111111111
2004,AG,12,1,0,1,0.08333333333333333,0.0,0.08333333333333333
2005,AG,14,3,0,3,0.21428571428571427,0.0,0.21428571428571427
2006,AG,17,3,2,1,0.17647058823529413,0.11764705882352941,0.058823529411764705
2007,AG,15,2,4,-2,0.13333333333333333,0.26666666666666666,-0.13333333333333333
2008,AG,21,2,2,0,0.09523809523809523,0.09523809523809523,0.0
2009,AG,26,1,3,-2,0.038461538461538464,0.11538461538461539,-0.07692307692307693
2010,AG,40,5,2,3,0.125,0.05,0.075
2011,AG,69,24,3,21,0.34782608695652173,0.043478260869565216,0.30434782608695654
2012,AG,66,10,13,-3,0.15151515151515152,0.19696969696969696,-0.045454545454545456
2013,AG,74,16,12,4,0.21621621621621623,0.16216216216216217,0.05405405405405406
2014,AG,80,20,22,-2,0.25,0.275,-0.025
2015,AG,82,16,21,-5,0.1951219512195122,0.25609756097560976,-0.06097560975609756
2016,AG,91,15,16,-1,0.16483516483516483,0.17582417582417584,-0.01098901098901099
2017,AG,98,7,15,-8,0.07142857142857142,0.15306122448979592,-0.08163265306122448
2018,AG,118,27,11,16,0.2288135593220339,0.09322033898305085,0.13559322033898305
2019,AG,137,17,30,-13,0.12408759124087591,0.21897810218978103,-0.0948905109489051
2020,AG,202,33,28,5,0.16336633663366337,0.13861386138613863,0.024752475247524754
2021,AG,278,39,23,16,0.14028776978417265,0.08273381294964029,0.05755395683453238
2022,AG,386,72,33,39,0.18652849740932642,0.08549222797927461,0.10103626943005181
2023,AG,493,69,69,0,0.13995943204868155,0.13995943204868155,0.0
2024,AG,444,105,59,46,0.23648648648648649,0.13288288288288289,0.1036036036036036
2025,AG,320,137,102,35,0.428125,0.31875,0.109375
1998,AL,157,0,0,0,0.0,0.0,0.0
1999,AL,165,7,9,-2,0.04242424242424243,0.05454545454545454,-0.012121212121212121
2000,AL,195,16,11,5,0.08205128205128205,0.05641025641025641,0.02564102564102564
2001,AL,200,15,13,2,0.075,0.065,0.01
2002,AL,218,8,20,-12,0.03669724770642202,0.09174311926605505,-0.05504587155963303
2003,AL,219,17,19,-2,0.0776255707762557,0.0867579908675799,-0.0091324200913242
2004,AL,250,13,17,-4,0.052,0.068,-0.016
2005,AL,303,20,13,7,0.066006600660066,0.0429042904290429,0.0231023102310231
2006,AL,356,26,15,11,0.07303370786516854,0.042134831460674156,0.03089887640449438
2007,AL,457,19,22,-3,0.04157549234135667,0.04814004376367615,-0.006564551422319475
2008,AL,686,17,24,-7,0.02478134110787172,0.03498542274052478,-0.01020408163265306
2009,AL,908,34,19,15,0.037444933920704845,0.02092511013215859,0.016519823788546256
2010,AL,1225,58,17,41,0.0473469387755102,0.013877551020408163,0.03346938775510204
2011,AL,1795,23,39,-16,0.012813370473537604,0.021727019498607242,-0.008913649025069638
2012,AL,2351,49,41,8,0.020842194810718844,0.017439387494683115,0.0034028073160357296
2013,AL,2874,68,49,19,0.023660403618649965,0.017049408489909535,0.006610995128740431
2014,AL,3050,63,72,-9,0.020655737704918034,0.02360655737704918,-0.0029508196721311475
2015,AL,3052,99,61,38,0.032437745740498035,0.01998689384010485,0.012450851900393184
2016,AL,2847,81,81,0,0.02845100105374078,0.02845100105374078,0.0
2017,AL,2717,101,78,23,0.037173352962826645,0.028708133971291867,0.008465218991534781
2018,AL,2736,73,103,-30,0.0266812865497076,0.03764619883040936,-0.010964912280701754
2019,AL,3018,100,89,11,0.03313452617627568,0.029489728296885353,0.003644797879390325
2020,AL,3493,84,106,-22,0.02404809619238477,0.030346407099914114,-0.006298310907529345
2021,AL,4166,97,135,-38,0.02328372539606337,0.032405184829572733,-0.009121459433509362
2022,AL,4699,106,105,1,0.02255799106192807,0.022345179825494787,0.00021281123643328368
2023,AL,5525,152,156,-4,0.02751131221719457,0.02823529411764706,-0.0007239819004524887
2024,AL,4490,162,140,22,0.03608017817371938,0.031180400890868598,0.004899777282850779
2025,AL,2993,193,166,27,0.06448379552288673,0.055462746408286,0.009021049114600735
1998,AM,1202,0,0,0,0.0,0.0,0.0
1999,AM,1289,23,26,-3,0.017843289371605897,0.02017067494181536,-0.0023273855702094647
2000,AM,1474,37,48,-11,0.025101763907734057,0.032564450474898234,-0.007462686567164179
2001,AM,1485,35,52,-17,0.02356902356902357,0.035016835016835016,-0.011447811447811448
2002,AM,1427,38,63,-25,0.026629292221443588,0.04414856341976174,-0.01751927119831815
2003,AM,1473,46,73,-27,0.031228784792939578,0.04955872369314324,-0.018329938900203666
2004,AM,1643,60,63,-3,0.036518563603164945,0.03834449178332319,-0.0018259281801582471
2005,AM,1834,57,56,1,0.031079607415485277,0.030534351145038167,0.0005452562704471102
2006,AM,1979,61,70,-9,0.030823648307225872,0.035371399696816574,-0.004547751389590703
2007,AM,1963,70,75,-5,0.03565970453387672,0.038206826286296486,-0.0025471217524197657
2008,AM,2031,96,105,-9,0.047267355982274745,0.051698670605613,-0.004431314623338257
2009,AM,2064,70,110,-40,0.03391472868217054,0.05329457364341085,-0.01937984496124031
2010,AM,2269,81,107,-26,0.035698545614808286,0.04715733803437638,-0.011458792419568091
2011,AM,2816,86,126,-40,0.030539772727272728,0.044744318181818184,-0.014204545454545454
2012,AM,3237,98,128,-30,0.03027494593759654,0.03954278653073834,-0.009267840593141797
2013,AM,3626,300,143,157,0.0827357970215113,0.03943739658025373,0.04329840044125759
2014,AM,3913,392,235,157,0.1001788908765653,0.06005622284692052,0.04012266802964477
2015,AM,4088,343,318,25,0.0839041095890411,0.07778864970645792,0.00611545988258317
2016,AM,4587,526,336,190,0.11467189884456072,0.07325049051667756,0.04142140832788315
2017,AM,4706,439,454,-15,0.09328516787080322,0.09647258818529537,-0.003187420314492138
2018,AM,5015,671,551,120,0.1337986041874377,0.1098703888334995,0.023928215353938187
2019,AM,5358,491,824,-333,0.09163867114594998,0.1537887271369914,-0.06215005599104143
2020,AM,6681,887,519,368,0.13276455620416105,0.0776829815895824,0.05508157461457865
2021,AM,7380,977,672,305,0.1323848238482385,0.0910569105691057,0.041327913279132794
2022,AM,7235,459,879,-420,0.06344160331720802,0.12149274360746372,-0.0580511402902557
2023,AM,7909,321,505,-184,0.040586673410039194,0.06385130863573145,-0.02326463522569225
2024,AM,6586,381,494,-113,0.05784998481627695,0.07500759186152445,-0.017157607045247495
2025,AM,4714,493,442,51,0.10458209588459906,0.09376325837929571,0.010818837505303353
1998,AO,50,0,0,0,0.0,0.0,0.0
1999,AO,81,1,3,-2,0.012345679012345678,0.037037037037037035,-0.024691358024691357
2000,AO,106,4,1,3,0.03773584905660377,0.009433962264150943,0.02830188679245283
2001,AO,109,1,2,-1,0.009174311926605505,0.01834862385321101,-0.009174311926605505
2002,AO,137,3,3,0,0.021897810218978103,0.021897810218978103,0.0
2003,AO,193,9,3,6,0.046632124352331605,0.015544041450777202,0.031088082901554404
2004,AO,202,10,11,-1,0.04950495049504951,0.054455445544554455,-0.0049504950495049506
2005,AO,216,20,6,14,0.09259259259259259,0.027777777777777776,0.06481481481481481
2006,AO,183,9,11,-2,0.04918032786885246,0.060109289617486336,-0.01092896174863388
2007,AO,242,18,10,8,0.0743801652892562,0.04132231404958678,0.03305785123966942
2008,AO,270,7,15,-8,0.025925925925925925,0.05555555555555555,-0.02962962962962963
2009,AO,322,14,11,3,0.043478260869565216,0.034161490683229816,0.009316770186335404
2010,AO,350,24,29,-5,0.06857142857142857,0.08285714285714285,-0.014285714285714285
2011,AO,377,16,25,-9,0.042440318302387266,0.06631299734748011,-0.023872679045092837
2012,AO,549,29,10,19,0.052823315118397086,0.018214936247723135,0.03460837887067395
2013,AO,654,24,29,-5,0.03669724770642202,0.04434250764525994,-0.00764525993883792
2014,AO,799,46,24,22,0.057571964956195244,0.030037546933667083,0.02753441802252816
2015,AO,820,63,55,8,0.07682926829268293,0.06707317073170732,0.00975609756097561
2016,AO,809,54,57,-3,0.06674907292954264,0.07045735475896168,-0.003708281829419036
2017,AO,853,46,60,-14,0.053927315357561546,0.07033997655334115,-0.016412661195779603
2018,AO,1159,53,52,1,0.0457290767903365,0.04486626402070751,0.0008628127696289905
2019,AO,1655,64,80,-16,0.03867069486404834,0.04833836858006042,-0.009667673716012085
2020,AO,2134,135,77,58,0.06326148078725398,0.03608247422680412,0.02717900656044986
2021,AO,2123,118,100,18,0.055581723975506356,0.047103155911446065,0.008478568064060292
2022,AO,1872,92,91,1,0.049145299145299144,0.04861111111111111,0.0005341880341880342
2023,AO,1552,113,155,-42,0.07280927835051547,0.09987113402061856,-0.027061855670103094
2024,AO,1092,129,135,-6,0.11813186813186813,0.12362637362637363,-0.005494505494505495
2025,AO,655,166,143,23,0.2534351145038168,0.2183206106870229,0.035114503816793895
2024,AQ,1,1,0,1,1.0,0.0,1.0
1998,AR,15968,0,0,0,0.0,0.0,0.0
1999,AR,17427,325,288,37,0.01864922247087852,0.016526080220347735,0.0021231422505307855
2000,AR,18966,485,554,-69,0.02557207634714753,0.029210165559422123,-0.0036380892122745965
2001,AR,20159,594,656,-62,0.02946574730889429,0.03254129669130413,-0.0030755493824098415
2002,AR,21935,667,802,-135,0.030408023706405288,0.03656257123318897,-0.006154547526783679
2003,AR,23672,785,973,-188,0.033161541061169315,0.04110341331530923,-0.007941872254139911
2004,AR,25918,937,1117,-180,0.036152480901304115,0.043097461223859865,-0.006944980322555753
2005,AR,27926,1024,1189,-165,0.036668337749767244,0.042576810141087156,-0.005908472391319917
2006,AR,30530,1233,1292,-59,0.040386505076973465,0.04231903046184081,-0.0019325253848673435
2007,AR,33102,1377,1395,-18,0.041598694942903754,0.04214246873300707,-0.000543773790103317
2008,AR,35980,1531,1579,-48,0.04255141745414119,0.043885491939966645,-0.0013340744858254586
2009,AR,39511,1659,1647,12,0.04198830705373187,0.041684594163650626,0.0003037128900812432
2010,AR,43446,1848,1743,105,0.04253556138654882,0.04011876812594945,0.0024167932605993645
2011,AR,46974,2037,1977,60,0.043364414356878274,0.04208711201941499,0.0012773023374632775
2012,AR,50285,2110,2195,-85,0.04196082330714925,0.0436511882271055,-0.0016903649199562494
2013,AR,52911,2409,2363,46,0.04552928502579804,0.04465990058777948,0.0008693844380185594
2014,AR,56163,2583,2540,43,0.045991132952299556,0.04522550433559461,0.0007656286167049481
2015,AR,59341,2724,2678,46,0.045904180920442864,0.045129000185369306,0.0007751807350735579
2016,AR,63865,2849,2829,20,0.044609723635794254,0.0442965630627104,0.00031316057308384876
2017,AR,66801,2949,3066,-117,0.044146045717878474,0.04589751650424395,-0.0017514707863654736
2018,AR,72140,3418,3175,243,0.047380094261158856,0.04401164402550596,0.003368450235652897
2019,AR,74245,3262,3728,-466,0.043935618560172404,0.05021213549733989,-0.006276516937167486
2020,AR,75594,3809,3926,-117,0.050387596899224806,0.05193533878350134,-0.0015477418842765299
2021,AR,74663,3969,3909,60,0.0531588604797557,0.05235524958814942,0.0008036108916062842
2022,AR,73735,3094,3847,-753,0.041961076829185595,0.05217332338780769,-0.010212246558622093
2023,AR,75405,3925,4429,-504,0.052052251176977656,0.058736158079702935,-0.006683906902725283
2024,AR,59819,3904,4617,-713,0.06526354502749962,0.07718283488523713,-0.011919289857737507
2025,AR,38995,4200,4987,-787,0.10770611616873958,0.1278881907936915,-0.020182074624951918
1998,AS,18,0,0,0,0.0,0.0,0.0
1999,AS,24,1,0,1,0.041666666666666664,0.0,0.041666666666666664
2000,AS,19,1,1,0,0.05263157894736842,0.05263157894736842,0.0
2001,AS,14,2,3,-1,0.14285714285714285,0.21428571428571427,-0.07142857142857142
2002,AS,17,2,7,-5,0.11764705882352941,0.4117647058823529,-0.29411764705882354
2003,AS,20,1,2,-1,0.05,0.1,-0.05
2004,AS,18,2,0,2,0.1111111111111111,0.0,0.1111111111111111
2005,AS,29,2,1,1,0.06896551724137931,0.034482758620689655,0.034482758620689655
2006,AS,33,2,4,-2,0.06060606060606061,0.12121212121212122,-0.06060606060606061
2007,AS,45,4,1,3,0.08888888888888889,0.022222222222222223,0.06666666666666667
2008,AS,40,4,4,0,0.1,0.1,0.0
2009,AS,47,6,4,2,0.1276595744680851,0.0851063829787234,0.0425531914893617
2010,AS,53,6,2,4,0.11320754716981132,0.03773584905660377,0.07547169811320754
2011,AS,54,4,4,0,0.07407407407407407,0.07407407407407407,0.0
2012,AS,59,12,6,6,0.2033898305084746,0.1016949152542373,0.1016949152542373
2013,AS,46,6,10,-4,0.13043478260869565,0.21739130434782608,-0.08695652173913043
2014,AS,41,4,7,-3,0.0975609756097561,0.17073170731707318,-0.07317073170731707
2015,AS,47,6,8,-2,0.1276595744680851,0.1702127659574468,-0.0425531914893617
2016,AS,55,11,3,8,0.2,0.05454545454545454,0.14545454545454545
2017,AS,64,11,5,6,0.171875,0.078125,0.09375
2018,AS,67,12,10,2,0.1791044776119403,0.14925373134328357,0.029850746268656716
2019,AS,60,4,11,-7,0.06666666666666667,0.18333333333333332,-0.11666666666666667
2020,AS,64,11,7,4,0.171875,0.109375,0.0625
2021,AS,77,7,10,-3,0.09090909090909091,0.12987012987012986,-0.03896103896103896
2022,AS,91,4,5,-1,0.04395604395604396,0.054945054945054944,-0.01098901098901099
2023,AS,125,9,5,4,0.072,0.04,0.032
2024,AS,114,17,6,11,0.14912280701754385,0.05263157894736842,0.09649122807017543
2025,AS,80,24,15,9,0.3,0.1875,0.1125
1998,AT,18489,0,0,0,0.0,0.0,0.0
1999,AT,19338,784,702,82,0.040541938152859655,0.0363015823766677,0.004240355776191954
2000,AT,20707,986,1045,-59,0.04761674795962718,0.05046602598155213,-0.002849278021924953
2001,AT,22047,1130,1228,-98,0.05125413888510909,0.05569918809815395,-0.004445049213044859
2002,AT,23895,1377,1314,63,0.0576271186440678,0.05499058380414312,0.0026365348399246705
2003,AT,25395,1439,1432,7,0.05666469777515259,0.05638905296318173,0.0002756448119708604
2004,AT,26918,1656,1598,58,0.06152017237536221,0.05936548034772271,0.0021546920276394976
2005,AT,28363,1765,1630,135,0.06222896026513415,0.057469238091880266,0.004759722173253887
2006,AT,31122,1865,1795,70,0.05992545466229677,0.057676241886768204,0.002249212775528565
2007,AT,34139,2032,1972,60,0.05952136852280383,0.057763847798705296,0.0017575207240985383
2008,AT,36578,2419,2162,257,0.06613264803980534,0.05910656678878014,0.007026081251025207
2009,AT,38227,2559,2515,44,0.06694221361864651,0.065791194705313,0.0011510189133335077
2010,AT,40130,2702,2457,245,0.06733117368552205,0.06122601544978819,0.006105158235733865
2011,AT,42252,2794,2538,256,0.06612704724036732,0.060068162453848335,0.0060588847865189815
2012,AT,44557,3625,2982,643,0.08135646475301299,0.06692551114303028,0.014430953609982719
2013,AT,45447,3449,3508,-59,0.07589059783924132,0.07718881334301494,-0.0012982155037736265
2014,AT,47217,3408,3351,57,0.0721773937353072,0.07097020141050893,0.0012071923247982718
2015,AT,49201,3334,3536,-202,0.06776285034857014,0.07186845795817158,-0.004105607609601431
2016,AT,50855,3697,3487,210,0.07269688329564448,0.06856749582145315,0.0041293874741913286
2017,AT,52876,4076,3460,616,0.07708601255768212,0.06543611468341025,0.011649897874271882
2018,AT,54713,3626,3949,-323,0.06627309780125382,0.07217663078244659,-0.00590353298119277
2019,AT,57795,4135,3610,525,0.07154598148628774,0.062462150705078295,0.009083830781209447
2020,AT,61665,4440,4000,440,0.0720019459985405,0.06486661801670315,0.007135327981837347
2021,AT,63520,4118,3868,250,0.06482997481108313,0.06089420654911839,0.003935768261964736
2022,AT,65800,4362,3668,694,0.0662917933130699,0.05574468085106383,0.010547112462006078
2023,AT,67675,4414,4127,287,0.0652234946435168,0.06098263760620613,0.004240857037310676
2024,AT,55972,4401,4189,212,0.07862860001429287,0.0748409919245337,0.0037876080897591654
2025,AT,39623,4385,4514,-129,0.11066804633672361,0.11392373116624183,-0.003255684829518209
1998,AU,62574,0,0,0,0.0,0.0,0.0
1999,AU,65091,2178,2161,17,0.0334608471217219,0.03319967430213086,0.0002611728195910341
2000,AU,69792,3162,3190,-28,0.0453060522696011,0.045707244383310405,-0.0004011921137093077
2001,AU,73263,3793,3737,56,0.05177238169335135,0.051008012229911415,0.0007643694634399356
2002,AU,77685,4538,4705,-167,0.05841539550749823,0.06056510265817082,-0.002149707150672588
2003,AU,81128,5028,4998,30,0.06197613647569273,0.06160635045853466,0.0003697860171580712
2004,AU,87031,5435,5504,-69,0.06244901242086153,0.06324183336971884,-0.0007928209488573037
2005,AU,92668,6143,6076,67,0.06629041308758148,0.06556740190788622,0.0007230111796952561
2006,AU,98647,7031,6367,664,0.07127434184516508,0.06454327044917738,0.006731071395987714
2007,AU,104711,7536,6807,729,0.07196951609668516,0.0650074968245934,0.006962019272091757
2008,AU,111001,8007,7708,299,0.07213448527490743,0.06944081584850587,0.002693669426401564
2009,AU,119076,9053,8087,966,0.07602707514528537,0.06791460915717693,0.008112465988108435
2010,AU,125963,9532,8665,867,0.07567301509173328,0.06879004152012892,0.00688297357160436
2011,AU,135832,10318,9285,1033,0.0759614818304965,0.06835649920490017,0.0076049826255963245
2012,AU,143622,11167,9924,1243,0.07775271198005876,0.06909804904541086,0.008654662934647896
2013,AU,153523,13347,10226,3121,0.08693811350742234,0.06660891201969737,0.020329201487724966
2014,AU,157454,12484,12121,363,0.07928664879901431,0.07698121356078601,0.002305435238228308
2015,AU,165002,13008,12070,938,0.07883540805565993,0.07315062847723058,0.005684779578429352
2016,AU,171492,13735,12418,1317,0.08009119958948523,0.07241154106313998,0.007679658526345252
2017,AU,178376,14392,13426,966,0.08068350002242454,0.07526797326994664,0.005415526752477912
2018,AU,184981,15009,14401,608,0.08113806282807423,0.07785123877587428,0.0032868240521999556
2019,AU,193233,16645,14762,1883,0.0861395310324841,0.07639481869038932,0.009744712342094777
2020,AU,199646,15488,16575,-1087,0.07757731184196028,0.08302194884946355,-0.0054446370075032805
2021,AU,204851,15455,14969,486,0.07544507959443693,0.07307262351660475,0.0023724560778321806
2022,AU,209137,13579,13902,-323,0.06492873092757379,0.06647317308749767,-0.0015444421599238776
2023,AU,214684,15262,16177,-915,0.07109053306254774,0.07535261127983454,-0.004262078217286803
2024,AU,179588,17066,17729,-663,0.0950286210659955,0.09872040448136847,-0.003691783415372965
2025,AU,129716,18955,18790,165,0.14612692343272995,0.14485491381171173,0.0012720096210182244
1998,AW,8,0,0,0,0.0,0.0,0.0
1999,AW,5,0,1,-1,0.0,0.2,-0.2
2000,AW,6,0,0,0,0.0,0.0,0.0
2001,AW,3,0,0,0,0.0,0.0,0.0
2002,AW,2,1,0,1,0.5,0.0,0.5
2003,AW,4,0,2,-2,0.0,0.5,-0.5
2004,AW,4,0,2,-2,0.0,0.5,-0.5
2005,AW,7,0,0,0,0.0,0.0,0.0
2006,AW,7,1,0,1,0.14285714285714285,0.0,0.14285714285714285
2007,AW,10,3,0,3,0.3,0.0,0.3
2008,AW,13,2,0,2,0.15384615384615385,0.0,0.15384615384615385
2009,AW,18,0,0,0,0.0,0.0,0.0
2010,AW,27,1,3,-2,0.037037037037037035,0.1111111111111111,-0.07407407407407407
2011,AW,36,1,3,-2,0.027777777777777776,0.08333333333333333,-0.05555555555555555
2012,AW,45,3,2,1,0.06666666666666667,0.044444444444444446,0.022222222222222223
2013,AW,53,1,2,-1,0.018867924528301886,0.03773584905660377,-0.018867924528301886
2014,AW,53,5,3,2,0.09433962264150944,0.05660377358490566,0.03773584905660377
2015,AW,53,9,3,6,0.16981132075471697,0.05660377358490566,0.11320754716981132
2016,AW,66,12,9,3,0.18181818181818182,0.13636363636363635,0.045454545454545456
2017,AW,64,3,13,-10,0.046875,0.203125,-0.15625
2018,AW,101,12,5,7,0.1188118811881188,0.04950495049504951,0.06930693069306931
2019,AW,107,5,5,0,0.04672897196261682,0.04672897196261682,0.0
2020,AW,123,14,4,10,0.11382113821138211,0.032520325203252036,0.08130081300813008
2021,AW,108,12,7,5,0.1111111111111111,0.06481481481481481,0.046296296296296294
2022,AW,108,6,3,3,0.05555555555555555,0.027777777777777776,0.027777777777777776
2023,AW,104,13,6,7,0.125,0.057692307692307696,0.0673076923076923
2024,AW,72,9,9,0,0.125,0.125,0.0
2025,AW,44,18,11,7,0.4090909090909091,0.25,0.1590909090909091
1998,AX,14,0,0,0,0.0,0.0,0.0
1999,AX,5,0,1,-1,0.0,0.2,-0.2
2000,AX,8,3,1,2,0.375,0.125,0.25
2001,AX,8,0,2,-2,0.0,0.25,-0.25
2002,AX,7,0,2,-2,0.0,0.2857142857142857,-0.2857142857142857
2003,AX,10,1,1,0,0.1,0.1,0.0
2004,AX,6,0,1,-1,0.0,0.16666666666666666,-0.16666666666666666
2005,AX,5,2,0,2,0.4,0.0,0.4
2006,AX,1,0,4,-4,0.0,4.0,-4.0
2007,AX,2,0,1,-1,0.0,0.5,-0.5
2008,AX,3,1,2,-1,0.3333333333333333,0.6666666666666666,-0.3333333333333333
2009,AX,8,0,1,-1,0.0,0.125,-0.125
2010,AX,7,0,1,-1,0.0,0.14285714285714285,-0.14285714285714285
2011,AX,8,5,0,5,0.625,0.0,0.625
2012,AX,3,0,1,-1,0.0,0.3333333333333333,-0.3333333333333333
2013,AX,7,1,0,1,0.14285714285714285,0.0,0.14285714285714285
2014,AX,10,2,0,2,0.2,0.0,0.2
2015,AX,6,2,0,2,0.3333333333333333,0.0,0.3333333333333333
2016,AX,6,0,1,-1,0.0,0.16666666666666666,-0.16666666666666666
2017,AX,7,0,2,-2,0.0,0.2857142857142857,-0.2857142857142857
2018,AX,8,1,0,1,0.125,0.0,0.125
2019,AX,5,0,3,-3,0.0,0.6,-0.6
2020,AX,9,1,1,0,0.1111111111111111,0.1111111111111111,0.0
2021,AX,15,0,1,-1,0.0,0.06666666666666667,-0.06666666666666667
2022,AX,17,3,0,3,0.17647058823529413,0.0,0.17647058823529413
2023,AX,17,2,4,-2,0.11764705882352941,0.23529411764705882,-0.11764705882352941
2024,AX,12,1,0,1,0.08333333333333333,0.0,0.08333333333333333
2025,AX,11,3,2,1,0.2727272727272727,0.18181818181818182,0.09090909090909091
1998,AZ,422,0,0,0,0.0,0.0,0.0
1999,AZ,476,8,10,-2,0.01680672268907563,0.02100840336134454,-0.004201680672268907
2000,AZ,614,15,13,2,0.024429967426710098,0.021172638436482084,0.003257328990228013
2001,AZ,694,21,16,5,0.03025936599423631,0.023054755043227664,0.007204610951008645
2002,AZ,749,25,27,-2,0.03337783711615487,0.036048064085447265,-0.0026702269692923898
2003,AZ,767,18,32,-14,0.02346805736636245,0.041720990873533245,-0.018252933507170794
2004,AZ,901,26,23,3,0.02885682574916759,0.025527192008879023,0.003329633740288568
2005,AZ,1010,21,34,-13,0.020792079207920793,0.033663366336633666,-0.01287128712871287
2006,AZ,1238,37,30,7,0.02988691437802908,0.024232633279483037,0.005654281098546042
2007,AZ,1501,53,38,15,0.03530979347101932,0.02531645569620253,0.009993337774816789
2008,AZ,1736,61,53,8,0.03513824884792627,0.03052995391705069,0.004608294930875576
2009,AZ,2039,66,55,11,0.032368808239333004,0.026974006866110838,0.005394801373222168
2010,AZ,2283,68,76,-8,0.029785370127025843,0.033289531318440646,-0.003504161191414805
2011,AZ,2455,104,69,35,0.04236252545824847,0.02810590631364562,0.014256619144602852
2012,AZ,2464,104,92,12,0.04220779220779221,0.037337662337662336,0.00487012987012987
2013,AZ,2765,82,113,-31,0.02965641952983725,0.040867992766726945,-0.011211573236889693
2014,AZ,3146,84,110,-26,0.02670057215511761,0.03496503496503497,-0.008264462809917356
2015,AZ,3948,132,100,32,0.03343465045592705,0.025329280648429583,0.008105369807497468
2016,AZ,4823,147,139,8,0.030478955007256895,0.028820236367406177,0.0016587186398507154
2017,AZ,5730,136,172,-36,0.0237347294938918,0.0300174520069808,-0.0062827225130890054
2018,AZ,6639,182,169,13,0.02741376713360446,0.02545564090977557,0.00195812622382889
2019,AZ,7484,154,204,-50,0.02057723142704436,0.027258150721539285,-0.006680919294494923
2020,AZ,8654,165,176,-11,0.019066327709729606,0.020337416223711578,-0.0012710885139819736
2021,AZ,10463,204,190,14,0.019497276115836758,0.018159227754946,0.001338048360890758
2022,AZ,12388,204,185,19,0.01646754924120116,0.01493380690991282,0.0015337423312883436
2023,AZ,14709,319,309,10,0.02168740227071861,0.021007546400163165,0.0006798558705554422
2024,AZ,11397,422,346,76,0.03702728788277617,0.030358866368342546,0.006668421514433623
2025,AZ,7055,521,375,146,0.0738483345145287,0.05315379163713678,0.02069454287739192
1998,BA,250,0,0,0,0.0,0.0,0.0
1999,BA,299,6,7,-1,0.020066889632107024,0.023411371237458192,-0.0033444816053511705
2000,BA,407,4,13,-9,0.009828009828009828,0.03194103194103194,-0.022113022113022112
2001,BA,554,11,9,2,0.019855595667870037,0.016245487364620937,0.0036101083032490976
2002,BA,628,17,22,-5,0.027070063694267517,0.03503184713375796,-0.007961783439490446
2003,BA,735,39,20,19,0.053061224489795916,0.027210884353741496,0.02585034013605442
2004,BA,831,27,31,-4,0.032490974729241874,0.03730445246690734,-0.0048134777376654635
2005,BA,1062,61,33,28,0.05743879472693032,0.031073446327683617,0.026365348399246705
2006,BA,1363,32,35,-3,0.02347762289068232,0.025678650036683785,-0.0022010271460014674
2007,BA,1718,60,43,17,0.034924330616996506,0.025029103608847497,0.00989522700814901
2008,BA,2146,74,43,31,0.034482758620689655,0.020037278657968314,0.014445479962721343
2009,BA,2637,88,55,33,0.03337125521425863,0.020857034508911642,0.012514220705346985
2010,BA,3210,97,84,13,0.030218068535825544,0.026168224299065422,0.004049844236760125
2011,BA,3793,113,87,26,0.029791721592407065,0.02293698919061429,0.006854732401792776
2012,BA,4295,135,102,33,0.03143189755529686,0.023748544819557627,0.007683352735739232
2013,BA,4787,140,142,-2,0.029245874242740756,0.029663672446208482,-0.0004177982034677251
2014,BA,5307,163,124,39,0.030714151121160733,0.023365366497079328,0.007348784624081402
2015,BA,6037,185,144,41,0.030644359781348354,0.023852907073049528,0.006791452708298824
2016,BA,6680,195,199,-4,0.029191616766467067,0.029790419161676646,-0.0005988023952095808
2017,BA,7243,231,196,35,0.03189286207372636,0.027060610244373878,0.004832251829352478
2018,BA,7558,226,242,-16,0.02990209050013231,0.032019052659433715,-0.0021169621593014024
