year,country,n_researchers,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2011,AE,2034,382,242,140,0.18780727630285152,0.11897738446411013,0.0688298918387414
2012,AE,2466,517,297,220,0.20965125709651258,0.12043795620437957,0.08921330089213302
2013,AE,2823,522,360,162,0.1849096705632306,0.1275239107332625,0.057385759829968117
2014,AE,3142,648,505,143,0.20623806492679822,0.16072565245066836,0.04551241247612985
2015,AE,3951,823,500,323,0.20830169577322197,0.12655024044545685,0.08175145532776512
2016,AE,4151,851,618,233,0.20501084076126236,0.14887978800289087,0.05613105275837148
2017,AE,5346,1163,703,460,0.21754582865693978,0.13150018705574262,0.08604564160119715
2018,AE,6752,1387,839,548,0.20542061611374407,0.12425947867298578,0.0811611374407583
2019,AE,8219,1448,900,548,0.1761771505049276,0.10950237255140528,0.06667477795352232
2020,AE,9625,1613,1224,389,0.16758441558441559,0.12716883116883118,0.04041558441558442
2021,AE,10503,1595,1319,276,0.15186137294106447,0.1255831667142721,0.026278206226792344
2022,AE,12621,1822,1267,555,0.14436257031930907,0.10038824181919023,0.04397432850011885
2023,AE,14497,2339,1640,699,0.16134372628819757,0.11312685383182727,0.04821687245637028
2024,AE,17557,2805,1884,921,0.15976533576351312,0.10730762658768582,0.0524577091758273
2025,AE,21286,3723,2255,1468,0.174903692567885,0.10593817532650568,0.06896551724137931
1998,AF,4,0,0,0,0.0,0.0,0.0
1999,AF,2,1,0,1,0.5,0.0,0.5
2000,AF,43,2,0,2,0.046511627906976744,0.0,0.046511627906976744
2001,AF,15,1,1,0,0.06666666666666667,0.06666666666666667,0.0
2002,AF,27,2,0,2,0.07407407407407407,0.0,0.07407407407407407
2003,AF,43,5,1,4,0.11627906976744186,0.023255813953488372,0.09302325581395349
2004,AF,50,6,5,1,0.12,0.1,0.02
2005,AF,42,7,2,5,0.16666666666666666,0.047619047619047616,0.11904761904761904
2006,AF,22,6,4,2,0.2727272727272727,0.18181818181818182,0.09090909090909091
2007,AF,28,2,8,-6,0.07142857142857142,0.2857142857142857,-0.21428571428571427
2008,AF,45,3,7,-4,0.06666666666666667,0.15555555555555556,-0.08888888888888889
2009,AF,48,16,6,10,0.3333333333333333,0.125,0.20833333333333334
2010,AF,66,14,7,7,0.21212121212121213,0.10606060606060606,0.10606060606060606
2011,AF,96,14,11,3,0.14583333333333334,0.11458333333333333,0.03125
2012,AF,95,12,15,-3,0.12631578947368421,0.15789473684210525,-0.031578947368421054
2013,AF,117,22,11,11,0.18803418803418803,0.09401709401709402,0.09401709401709402
2014,AF,120,22,19,3,0.18333333333333332,0.15833333333333333,0.025
2015,AF,134,29,23,6,0.21641791044776118,0.17164179104477612,0.04477611940298507
2016,AF,228,57,18,39,0.25,0.07894736842105263,0.17105263157894737
2017,AF,225,49,40,9,0.21777777777777776,0.17777777777777778,0.04
2018,AF,276,58,53,5,0.21014492753623187,0.19202898550724637,0.018115942028985508
2019,AF,475,68,46,22,0.1431578947368421,0.0968421052631579,0.04631578947368421
2020,AF,784,85,78,7,0.10841836734693877,0.09948979591836735,0.008928571428571428
2021,AF,954,141,81,60,0.14779874213836477,0.08490566037735849,0.06289308176100629
2022,AF,1052,120,109,11,0.11406844106463879,0.10361216730038023,0.010456273764258554
2023,AF,1532,175,145,30,0.11422976501305483,0.09464751958224543,0.0195822454308094
2024,AF,2060,164,148,16,0.07961165048543689,0.07184466019417475,0.007766990291262136
2025,AF,2561,271,182,89,0.10581803982819211,0.07106598984771574,0.034752049980476374
1998,AG,2,0,0,0,0.0,0.0,0.0
1999,AG,2,1,0,1,0.5,0.0,0.5
2000,AG,1,0,0,0,0.0,0.0,0.0
2001,AG,1,0,1,-1,0.0,1.0,-1.0
2002,AG,1,0,0,0,0.0,0.0,0.0
2003,AG,5,1,0,1,0.2,0.0,0.2
2004,AG,3,1,0,1,0.3333333333333333,0.0,0.3333333333333333
2005,AG,6,3,0,3,0.5,0.0,0.5
2006,AG,8,3,2,1,0.375,0.25,0.125
2007,AG,2,2,4,-2,1.0,2.0,-1.0
2008,AG,8,2,2,0,0.25,0.25,0.0
2009,AG,6,1,3,-2,0.16666666666666666,0.5,-0.3333333333333333
2010,AG,12,5,2,3,0.4166666666666667,0.16666666666666666,0.25
2011,AG,34,24,3,21,0.7058823529411765,0.08823529411764706,0.6176470588235294
2012,AG,26,10,13,-3,0.38461538461538464,0.5,-0.11538461538461539
2013,AG,35,16,12,4,0.45714285714285713,0.34285714285714286,0.11428571428571428
2014,AG,37,20,22,-2,0.5405405405405406,0.5945945945945946,-0.05405405405405406
2015,AG,37,16,21,-5,0.43243243243243246,0.5675675675675675,-0.13513513513513514
2016,AG,30,15,16,-1,0.5,0.5333333333333333,-0.03333333333333333
2017,AG,35,7,15,-8,0.2,0.42857142857142855,-0.22857142857142856
2018,AG,51,27,11,16,0.5294117647058824,0.21568627450980393,0.3137254901960784
2019,AG,42,17,30,-13,0.40476190476190477,0.7142857142857143,-0.30952380952380953
2020,AG,63,33,28,5,0.5238095238095238,0.4444444444444444,0.07936507936507936
2021,AG,85,39,23,16,0.4588235294117647,0.27058823529411763,0.18823529411764706
2022,AG,154,72,33,39,0.4675324675324675,0.21428571428571427,0.2532467532467532
2023,AG,167,69,69,0,0.41317365269461076,0.41317365269461076,0.0
2024,AG,233,105,59,46,0.45064377682403434,0.2532188841201717,0.19742489270386265
2025,AG,320,137,102,35,0.428125,0.31875,0.109375
1998,AL,66,0,0,0,0.0,0.0,0.0
1999,AL,59,7,9,-2,0.11864406779661017,0.15254237288135594,-0.03389830508474576
2000,AL,68,16,11,5,0.23529411764705882,0.16176470588235295,0.07352941176470588
2001,AL,82,15,13,2,0.18292682926829268,0.15853658536585366,0.024390243902439025
2002,AL,81,8,20,-12,0.09876543209876543,0.24691358024691357,-0.14814814814814814
2003,AL,74,17,19,-2,0.22972972972972974,0.25675675675675674,-0.02702702702702703
2004,AL,100,13,17,-4,0.13,0.17,-0.04
2005,AL,94,20,13,7,0.2127659574468085,0.13829787234042554,0.07446808510638298
2006,AL,131,26,15,11,0.1984732824427481,0.11450381679389313,0.08396946564885496
2007,AL,160,19,22,-3,0.11875,0.1375,-0.01875
2008,AL,158,17,24,-7,0.10759493670886076,0.1518987341772152,-0.04430379746835443
2009,AL,234,34,19,15,0.1452991452991453,0.0811965811965812,0.0641025641025641
2010,AL,471,58,17,41,0.12314225053078556,0.036093418259023353,0.0870488322717622
2011,AL,454,23,39,-16,0.05066079295154185,0.08590308370044053,-0.03524229074889868
2012,AL,635,49,41,8,0.07716535433070866,0.06456692913385827,0.012598425196850394
2013,AL,1136,68,49,19,0.05985915492957746,0.043133802816901406,0.016725352112676055
2014,AL,1240,63,72,-9,0.050806451612903224,0.05806451612903226,-0.007258064516129033
2015,AL,1439,99,61,38,0.06879777623349548,0.0423905489923558,0.02640722724113968
2016,AL,1355,81,81,0,0.05977859778597786,0.05977859778597786,0.0
2017,AL,1162,101,78,23,0.08691910499139414,0.06712564543889846,0.019793459552495698
2018,AL,1211,73,103,-30,0.06028075970272502,0.08505367464905036,-0.02477291494632535
2019,AL,1203,100,89,11,0.0831255195344971,0.0739817123857024,0.00914380714879468
2020,AL,1271,84,106,-22,0.06608969315499606,0.08339889850511409,-0.01730920535011802
2021,AL,1679,97,135,-38,0.057772483621203095,0.08040500297796307,-0.022632519356759976
2022,AL,1894,106,105,1,0.0559662090813094,0.05543822597676874,0.0005279831045406547
2023,AL,2178,152,156,-4,0.06978879706152434,0.07162534435261708,-0.0018365472910927456
2024,AL,2430,162,140,22,0.06666666666666667,0.05761316872427984,0.00905349794238683
2025,AL,2993,193,166,27,0.06448379552288673,0.055462746408286,0.009021049114600735
1998,AM,482,0,0,0,0.0,0.0,0.0
1999,AM,484,23,26,-3,0.047520661157024795,0.05371900826446281,-0.006198347107438017
2000,AM,641,37,48,-11,0.057722308892355696,0.0748829953198128,-0.0171606864274571
2001,AM,657,35,52,-17,0.0532724505327245,0.0791476407914764,-0.0258751902587519
2002,AM,721,38,63,-25,0.052704576976421634,0.08737864077669903,-0.03467406380027739
2003,AM,659,46,73,-27,0.06980273141122914,0.11077389984825493,-0.0409711684370258
2004,AM,660,60,63,-3,0.09090909090909091,0.09545454545454546,-0.004545454545454545
2005,AM,775,57,56,1,0.07354838709677419,0.07225806451612904,0.0012903225806451613
2006,AM,883,61,70,-9,0.06908267270668177,0.07927519818799547,-0.010192525481313703
2007,AM,931,70,75,-5,0.07518796992481203,0.08055853920515575,-0.0053705692803437165
2008,AM,1061,96,105,-9,0.09048067860508954,0.09896324222431668,-0.008482563619227144
2009,AM,848,70,110,-40,0.08254716981132075,0.12971698113207547,-0.04716981132075472
2010,AM,1021,81,107,-26,0.07933398628795299,0.10479921645445642,-0.025465230166503428
2011,AM,1088,86,126,-40,0.07904411764705882,0.11580882352941177,-0.03676470588235294
2012,AM,1181,98,128,-30,0.0829805249788315,0.10838272650296359,-0.02540220152413209
2013,AM,1789,300,143,157,0.16769144773616546,0.07993292342090554,0.08775852431525992
2014,AM,1891,392,235,157,0.20729772607086197,0.12427287149656266,0.08302485457429931
2015,AM,1775,343,318,25,0.19323943661971832,0.1791549295774648,0.014084507042253521
2016,AM,2241,526,336,190,0.23471664435519857,0.1499330655957162,0.08478357875948238
2017,AM,2224,439,454,-15,0.19739208633093525,0.20413669064748202,-0.006744604316546762
2018,AM,2505,671,551,120,0.2678642714570858,0.21996007984031937,0.04790419161676647
2019,AM,2545,491,824,-333,0.19292730844793712,0.3237721021611002,-0.13084479371316307
2020,AM,2977,887,519,368,0.29795095733960364,0.17433658045011757,0.12361437688948607
2021,AM,3581,977,672,305,0.2728288187657079,0.18765707902820442,0.08517173973750349
2022,AM,3477,459,879,-420,0.13201035375323555,0.2528041415012942,-0.12079378774805867
2023,AM,3451,321,505,-184,0.09301651695160823,0.14633439582729643,-0.05331787887568821
2024,AM,3810,381,494,-113,0.1,0.12965879265091865,-0.029658792650918635
2025,AM,4714,493,442,51,0.10458209588459906,0.09376325837929571,0.010818837505303353
1998,AO,10,0,0,0,0.0,0.0,0.0
1999,AO,10,1,3,-2,0.1,0.3,-0.2
2000,AO,39,4,1,3,0.10256410256410256,0.02564102564102564,0.07692307692307693
2001,AO,40,1,2,-1,0.025,0.05,-0.025
2002,AO,32,3,3,0,0.09375,0.09375,0.0
2003,AO,49,9,3,6,0.1836734693877551,0.061224489795918366,0.12244897959183673
2004,AO,70,10,11,-1,0.14285714285714285,0.15714285714285714,-0.014285714285714285
2005,AO,87,20,6,14,0.22988505747126436,0.06896551724137931,0.16091954022988506
2006,AO,58,9,11,-2,0.15517241379310345,0.1896551724137931,-0.034482758620689655
2007,AO,90,18,10,8,0.2,0.1111111111111111,0.08888888888888889
2008,AO,52,7,15,-8,0.1346153846153846,0.28846153846153844,-0.15384615384615385
2009,AO,114,14,11,3,0.12280701754385964,0.09649122807017543,0.02631578947368421
2010,AO,124,24,29,-5,0.1935483870967742,0.23387096774193547,-0.04032258064516129
2011,AO,118,16,25,-9,0.13559322033898305,0.211864406779661,-0.07627118644067797
2012,AO,169,29,10,19,0.17159763313609466,0.05917159763313609,0.11242603550295859
2013,AO,149,24,29,-5,0.1610738255033557,0.19463087248322147,-0.03355704697986577
2014,AO,312,46,24,22,0.14743589743589744,0.07692307692307693,0.07051282051282051
2015,AO,321,63,55,8,0.19626168224299065,0.17133956386292834,0.024922118380062305
2016,AO,310,54,57,-3,0.17419354838709677,0.18387096774193548,-0.00967741935483871
2017,AO,322,46,60,-14,0.14285714285714285,0.18633540372670807,-0.043478260869565216
2018,AO,302,53,52,1,0.17549668874172186,0.17218543046357615,0.0033112582781456954
2019,AO,371,64,80,-16,0.1725067385444744,0.215633423180593,-0.0431266846361186
2020,AO,710,135,77,58,0.19014084507042253,0.10845070422535211,0.08169014084507042
2021,AO,897,118,100,18,0.13154960981047936,0.11148272017837235,0.020066889632107024
2022,AO,926,92,91,1,0.09935205183585313,0.09827213822894168,0.0010799136069114472
2023,AO,664,113,155,-42,0.17018072289156627,0.23343373493975902,-0.06325301204819277
2024,AO,577,129,135,-6,0.22357019064124783,0.2339688041594454,-0.010398613518197574
2025,AO,655,166,143,23,0.2534351145038168,0.2183206106870229,0.035114503816793895
2024,AQ,1,1,0,1,1.0,0.0,1.0
1998,AR,6804,0,0,0,0.0,0.0,0.0
1999,AR,7394,325,288,37,0.04395455774952664,0.03895050040573438,0.005004057343792264
2000,AR,8709,485,554,-69,0.05568951659203123,0.06361235503502125,-0.00792283844299001
2001,AR,9005,594,656,-62,0.06596335369239312,0.07284841754580788,-0.00688506385341477
2002,AR,9962,667,802,-135,0.0669544268219233,0.08050592250552098,-0.013551495683597672
2003,AR,10561,785,973,-188,0.07433008237856263,0.09213142694820567,-0.017801344569643027
2004,AR,11918,937,1117,-180,0.07862057392179896,0.09372377915757678,-0.015103205235777815
2005,AR,12616,1024,1189,-165,0.08116677235256817,0.09424540266328472,-0.01307863031071655
2006,AR,14329,1233,1292,-59,0.08604927070974946,0.09016679461232466,-0.004117523902575197
2007,AR,15316,1377,1395,-18,0.08990598067380517,0.09108122225124053,-0.0011752415774353617
2008,AR,16672,1531,1579,-48,0.0918306142034549,0.09470969289827255,-0.0028790786948176585
2009,AR,18470,1659,1647,12,0.08982133188955062,0.0891716296697347,0.0006497022198159177
2010,AR,20247,1848,1743,105,0.09127278115276337,0.08608682767817455,0.005185953474588828
2011,AR,22632,2037,1977,60,0.09000530222693531,0.0873541887592789,0.002651113467656416
2012,AR,24671,2110,2195,-85,0.08552551578776701,0.08897085647116047,-0.003445340683393458
2013,AR,25888,2409,2363,46,0.09305469715698393,0.09127781211372064,0.001776885043263288
2014,AR,27928,2583,2540,43,0.09248782583786881,0.0909481523918648,0.0015396734460040103
2015,AR,29005,2724,2678,46,0.09391484226857438,0.09232890880882606,0.0015859334597483191
2016,AR,31021,2849,2829,20,0.09184101092808097,0.0911962863866413,0.0006447245414396698
2017,AR,32643,2949,3066,-117,0.09034096130870324,0.09392519069938425,-0.0035842293906810036
2018,AR,36101,3418,3175,243,0.09467881776128086,0.08794770227971524,0.006731115481565608
2019,AR,36040,3262,3728,-466,0.09051054384017758,0.10344062153163153,-0.012930077691453941
2020,AR,40813,3809,3926,-117,0.09332810624065861,0.09619483987945017,-0.0028667336387915615
2021,AR,40193,3969,3909,60,0.09874853830268952,0.09725574104943648,0.001492797253253054
2022,AR,37196,3094,3847,-753,0.08318098720292505,0.10342509947306162,-0.020244112270136574
2023,AR,37895,3925,4429,-504,0.10357566961340546,0.11687557725293575,-0.01329990763953028
2024,AR,38249,3904,4617,-713,0.10206802792229862,0.1207090381447881,-0.018641010222489478
2025,AR,38995,4200,4987,-787,0.10770611616873958,0.1278881907936915,-0.020182074624951918
1998,AS,1,0,0,0,0.0,0.0,0.0
1999,AS,8,1,0,1,0.125,0.0,0.125
2000,AS,12,1,1,0,0.08333333333333333,0.08333333333333333,0.0
2001,AS,8,2,3,-1,0.25,0.375,-0.125
2002,AS,5,2,7,-5,0.4,1.4,-1.0
2003,AS,7,1,2,-1,0.14285714285714285,0.2857142857142857,-0.14285714285714285
2004,AS,9,2,0,2,0.2222222222222222,0.0,0.2222222222222222
2005,AS,7,2,1,1,0.2857142857142857,0.14285714285714285,0.14285714285714285
2006,AS,4,2,4,-2,0.5,1.0,-0.5
2007,AS,25,4,1,3,0.16,0.04,0.12
2008,AS,15,4,4,0,0.26666666666666666,0.26666666666666666,0.0
2009,AS,16,6,4,2,0.375,0.25,0.125
2010,AS,22,6,2,4,0.2727272727272727,0.09090909090909091,0.18181818181818182
2011,AS,24,4,4,0,0.16666666666666666,0.16666666666666666,0.0
2012,AS,27,12,6,6,0.4444444444444444,0.2222222222222222,0.2222222222222222
2013,AS,25,6,10,-4,0.24,0.4,-0.16
2014,AS,20,4,7,-3,0.2,0.35,-0.15
2015,AS,17,6,8,-2,0.35294117647058826,0.47058823529411764,-0.11764705882352941
2016,AS,17,11,3,8,0.6470588235294118,0.17647058823529413,0.47058823529411764
2017,AS,30,11,5,6,0.36666666666666664,0.16666666666666666,0.2
2018,AS,33,12,10,2,0.36363636363636365,0.30303030303030304,0.06060606060606061
2019,AS,22,4,11,-7,0.18181818181818182,0.5,-0.3181818181818182
2020,AS,32,11,7,4,0.34375,0.21875,0.125
2021,AS,28,7,10,-3,0.25,0.35714285714285715,-0.10714285714285714
2022,AS,24,4,5,-1,0.16666666666666666,0.20833333333333334,-0.041666666666666664
2023,AS,45,9,5,4,0.2,0.1111111111111111,0.08888888888888889
2024,AS,65,17,6,11,0.26153846153846155,0.09230769230769231,0.16923076923076924
2025,AS,80,24,15,9,0.3,0.1875,0.1125
1998,AT,9259,0,0,0,0.0,0.0,0.0
1999,AT,9843,784,702,82,0.07965051305496292,0.07131971959768363,0.008330793457279285
2000,AT,10493,986,1045,-59,0.093967406842657,0.09959020299247118,-0.005622796149814162
2001,AT,10773,1130,1228,-98,0.10489185927782418,0.11398867539218416,-0.009096816114359974
2002,AT,12112,1377,1314,63,0.1136889035667107,0.10848745046235139,0.005201453104359313
2003,AT,12869,1439,1432,7,0.11181910016318285,0.11127515735488383,0.0005439428082990132
2004,AT,13891,1656,1598,58,0.11921387949031748,0.11503851414584983,0.0041753653444676405
2005,AT,14813,1765,1630,135,0.11915209613177614,0.11003847971376493,0.009113616418011207
2006,AT,15797,1865,1795,70,0.11806039121352155,0.11362917009558778,0.004431221117933785
2007,AT,16835,2032,1972,60,0.1207009207009207,0.11713691713691714,0.003564003564003564
2008,AT,19242,2419,2162,257,0.12571458268371272,0.11235838270450058,0.01335619997921214
2009,AT,20548,2559,2515,44,0.12453766789955227,0.12239634027642593,0.0021413276231263384
2010,AT,20979,2702,2457,245,0.12879546212879547,0.11711711711711711,0.011678345011678345
2011,AT,22660,2794,2538,256,0.12330097087378641,0.1120035304501324,0.011297440423654015
2012,AT,24659,3625,2982,643,0.14700515024940183,0.12092947808102518,0.026075672168376657
2013,AT,24933,3449,3508,-59,0.13833072634660892,0.14069706814262223,-0.0023663417960133157
2014,AT,25899,3408,3351,57,0.1315880922043322,0.12938723502837948,0.0022008571759527394
2015,AT,26541,3334,3536,-202,0.12561696997098828,0.13322783617798878,-0.00761086620700049
2016,AT,28037,3697,3487,210,0.13186146877340657,0.12437136640867426,0.007490102364732318
2017,AT,29715,4076,3460,616,0.13716977957260643,0.11643950866565708,0.02073027090694935
2018,AT,29802,3626,3949,-323,0.12166968659821488,0.13250788537682034,-0.010838198778605463
2019,AT,31379,4135,3610,525,0.13177602855412857,0.11504509385257657,0.016730934701551993
2020,AT,34136,4440,4000,440,0.13006796344035623,0.11717834544176237,0.01288961799859386
2021,AT,35451,4118,3868,250,0.11616033398211616,0.1091083467321091,0.007051987250007052
2022,AT,37674,4362,3668,694,0.11578276795668101,0.09736157562244518,0.018421192334235812
2023,AT,37026,4414,4127,287,0.11921352563063793,0.11146221574029061,0.007751309890347323
2024,AT,37953,4401,4189,212,0.11595921271045767,0.1103733565199062,0.0055858561905514715
2025,AT,39623,4385,4514,-129,0.11066804633672361,0.11392373116624183,-0.003255684829518209
1998,AU,30574,0,0,0,0.0,0.0,0.0
1999,AU,32170,2178,2161,17,0.06770282872241219,0.06717438607398198,0.0005284426484302145
2000,AU,33936,3162,3190,-28,0.09317538896746817,0.094000471475719,-0.0008250825082508251
2001,AU,34792,3793,3737,56,0.10901931478500805,0.10740974936767073,0.0016095654173373189
2002,AU,39623,4538,4705,-167,0.1145294399717336,0.11874416374328042,-0.004214723771546829
2003,AU,40876,5028,4998,30,0.12300616498678932,0.12227223798806146,0.0007339269987278598
2004,AU,43292,5435,5504,-69,0.12554282546428902,0.12713665342326527,-0.0015938279589762542
2005,AU,47020,6143,6076,67,0.13064653339004678,0.12922160782645684,0.0014249255635899617
2006,AU,52053,7031,6367,664,0.13507386702015253,0.1223176377922502,0.01275622922790233
2007,AU,54789,7536,6807,729,0.13754585774516784,0.12424026720692109,0.013305590538246728
2008,AU,58357,8007,7708,299,0.13720719022567987,0.13208355467210445,0.0051236355535754065
2009,AU,63345,9053,8087,966,0.14291577867234984,0.1276659562712132,0.015249822401136632
2010,AU,67285,9532,8665,867,0.14166604741026975,0.12878056030318794,0.012885487107081817
2011,AU,73558,10318,9285,1033,0.14027026292177602,0.12622692297234836,0.014043339949427662
2012,AU,78111,11167,9924,1243,0.1429632190088464,0.12704996735414986,0.015913251654696522
2013,AU,87481,13347,10226,3121,0.1525702724020073,0.11689395411575085,0.03567631828625645
2014,AU,88910,12484,12121,363,0.14041165223259475,0.13632887189292542,0.0040827803396693285
2015,AU,94635,13008,12070,938,0.13745443017910922,0.12754266391926877,0.00991176625984044
2016,AU,98258,13735,12418,1317,0.13978505566976734,0.1263815668953164,0.013403488774450936
2017,AU,102352,14392,13426,966,0.14061278724402063,0.1311747694231671,0.009438017820853526
2018,AU,106385,15009,14401,608,0.14108191944353057,0.13536682803026742,0.005715091413263148
2019,AU,112847,16645,14762,1883,0.14750059815502406,0.1308142883727525,0.01668630978227157
2020,AU,115469,15488,16575,-1087,0.13413123868743992,0.14354502074149772,-0.009413782054057799
2021,AU,119960,15455,14969,486,0.12883461153717907,0.12478326108702902,0.00405135045015005
2022,AU,121993,13579,13902,-323,0.11130966530866525,0.11395735820907757,-0.0026476929004123186
2023,AU,120784,15262,16177,-915,0.12635779573453437,0.13393330242416215,-0.0075755066896277656
2024,AU,124548,17066,17729,-663,0.13702347689244307,0.14234672576034943,-0.005323248867906349
2025,AU,129716,18955,18790,165,0.14612692343272995,0.14485491381171173,0.0012720096210182244
1998,AW,4,0,0,0,0.0,0.0,0.0
2000,AW,4,0,0,0,0.0,0.0,0.0
2001,AW,1,0,0,0,0.0,0.0,0.0
2002,AW,1,1,0,1,1.0,0.0,1.0
2003,AW,1,0,2,-2,0.0,2.0,-2.0
2005,AW,3,0,0,0,0.0,0.0,0.0
2006,AW,1,1,0,1,1.0,0.0,1.0
2007,AW,4,3,0,3,0.75,0.0,0.75
2008,AW,5,2,0,2,0.4,0.0,0.4
2009,AW,3,0,0,0,0.0,0.0,0.0
2010,AW,7,1,3,-2,0.14285714285714285,0.42857142857142855,-0.2857142857142857
2011,AW,8,1,3,-2,0.125,0.375,-0.25
2012,AW,13,3,2,1,0.23076923076923078,0.15384615384615385,0.07692307692307693
2013,AW,24,1,2,-1,0.041666666666666664,0.08333333333333333,-0.041666666666666664
2014,AW,21,5,3,2,0.23809523809523808,0.14285714285714285,0.09523809523809523
2015,AW,21,9,3,6,0.42857142857142855,0.14285714285714285,0.2857142857142857
2016,AW,32,12,9,3,0.375,0.28125,0.09375
2017,AW,13,3,13,-10,0.23076923076923078,1.0,-0.7692307692307693
2018,AW,37,12,5,7,0.32432432432432434,0.13513513513513514,0.1891891891891892
2019,AW,28,5,5,0,0.17857142857142858,0.17857142857142858,0.0
2020,AW,62,14,4,10,0.22580645161290322,0.06451612903225806,0.16129032258064516
2021,AW,36,12,7,5,0.3333333333333333,0.19444444444444445,0.1388888888888889
2022,AW,43,6,3,3,0.13953488372093023,0.06976744186046512,0.06976744186046512
2023,AW,53,13,6,7,0.24528301886792453,0.11320754716981132,0.1320754716981132
2024,AW,43,9,9,0,0.20930232558139536,0.20930232558139536,0.0
2025,AW,44,18,11,7,0.4090909090909091,0.25,0.1590909090909091
1998,AX,11,0,0,0,0.0,0.0,0.0
1999,AX,4,0,1,-1,0.0,0.25,-0.25
2000,AX,3,3,1,2,1.0,0.3333333333333333,0.6666666666666666
2001,AX,2,0,2,-2,0.0,1.0,-1.0
2002,AX,3,0,2,-2,0.0,0.6666666666666666,-0.6666666666666666
2003,AX,5,1,1,0,0.2,0.2,0.0
2004,AX,1,0,1,-1,0.0,1.0,-1.0
2005,AX,5,2,0,2,0.4,0.0,0.4
2008,AX,2,1,2,-1,0.5,1.0,-0.5
2009,AX,1,0,1,-1,0.0,1.0,-1.0
2011,AX,7,5,0,5,0.7142857142857143,0.0,0.7142857142857143
2013,AX,2,1,0,1,0.5,0.0,0.5
2014,AX,4,2,0,2,0.5,0.0,0.5
2015,AX,4,2,0,2,0.5,0.0,0.5
2016,AX,2,0,1,-1,0.0,0.5,-0.5
2018,AX,5,1,0,1,0.2,0.0,0.2
2019,AX,4,0,3,-3,0.0,0.75,-0.75
2020,AX,1,1,1,0,1.0,1.0,0.0
2022,AX,9,3,0,3,0.3333333333333333,0.0,0.3333333333333333
2023,AX,8,2,4,-2,0.25,0.5,-0.25
2024,AX,3,1,0,1,0.3333333333333333,0.0,0.3333333333333333
2025,AX,11,3,2,1,0.2727272727272727,0.18181818181818182,0.09090909090909091
1998,AZ,155,0,0,0,0.0,0.0,0.0
1999,AZ,123,8,10,-2,0.06504065040650407,0.08130081300813008,-0.016260162601626018
2000,AZ,220,15,13,2,0.06818181818181818,0.05909090909090909,0.00909090909090909
2001,AZ,239,21,16,5,0.08786610878661087,0.06694560669456066,0.02092050209205021
2002,AZ,286,25,27,-2,0.08741258741258741,0.0944055944055944,-0.006993006993006993
2003,AZ,315,18,32,-14,0.05714285714285714,0.10158730158730159,-0.044444444444444446
2004,AZ,330,26,23,3,0.07878787878787878,0.0696969696969697,0.00909090909090909
2005,AZ,340,21,34,-13,0.061764705882352944,0.1,-0.03823529411764706
2006,AZ,479,37,30,7,0.07724425887265135,0.06263048016701461,0.014613778705636743
2007,AZ,517,53,38,15,0.10251450676982592,0.0735009671179884,0.029013539651837523
2008,AZ,606,61,53,8,0.10066006600660066,0.08745874587458746,0.013201320132013201
2009,AZ,848,66,55,11,0.07783018867924528,0.06485849056603774,0.012971698113207548
2010,AZ,867,68,76,-8,0.0784313725490196,0.08765859284890427,-0.00922722029988466
2011,AZ,1067,104,69,35,0.09746954076850985,0.06466729147141519,0.03280224929709466
2012,AZ,1139,104,92,12,0.0913081650570676,0.08077260755048288,0.010535557506584723
2013,AZ,1068,82,113,-31,0.07677902621722846,0.10580524344569288,-0.02902621722846442
2014,AZ,1000,84,110,-26,0.084,0.11,-0.026
2015,AZ,1492,132,100,32,0.08847184986595175,0.06702412868632708,0.021447721179624665
2016,AZ,1567,147,139,8,0.09380982769623485,0.08870453095086152,0.005105296745373325
2017,AZ,1991,136,172,-36,0.0683073832245103,0.08638874937217479,-0.01808136614766449
2018,AZ,2598,182,169,13,0.07005388760585066,0.06505003849114703,0.0050038491147036184
2019,AZ,2780,154,204,-50,0.05539568345323741,0.07338129496402877,-0.017985611510791366
2020,AZ,3069,165,176,-11,0.053763440860215055,0.05734767025089606,-0.0035842293906810036
2021,AZ,3609,204,190,14,0.05652535328345802,0.05264616237184816,0.0038791909116098642
2022,AZ,4104,204,185,19,0.049707602339181284,0.045077972709551654,0.004629629629629629
2023,AZ,5128,319,309,10,0.06220748829953198,0.06025741029641186,0.0019500780031201249
2024,AZ,5996,422,346,76,0.07038025350233489,0.05770513675783856,0.012675116744496331
2025,AZ,7055,521,375,146,0.0738483345145287,0.05315379163713678,0.02069454287739192
1998,BA,93,0,0,0,0.0,0.0,0.0
1999,BA,98,6,7,-1,0.061224489795918366,0.07142857142857142,-0.01020408163265306
2000,BA,99,4,13,-9,0.04040404040404041,0.13131313131313133,-0.09090909090909091
2001,BA,150,11,9,2,0.07333333333333333,0.06,0.013333333333333334
2002,BA,228,17,22,-5,0.07456140350877193,0.09649122807017543,-0.021929824561403508
2003,BA,302,39,20,19,0.1291390728476821,0.06622516556291391,0.06291390728476821
2004,BA,296,27,31,-4,0.09121621621621621,0.10472972972972973,-0.013513513513513514
2005,BA,395,61,33,28,0.15443037974683543,0.08354430379746836,0.07088607594936709
2006,BA,444,32,35,-3,0.07207207207207207,0.07882882882882883,-0.006756756756756757
2007,BA,602,60,43,17,0.09966777408637874,0.07142857142857142,0.02823920265780731
